Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
36786.0,37541.0,35331.0,36072.0,-1.7462298274040222e-10,89.67269985530584,97.18546403794471,2020/05/18,37162.61410455181,35700.68443440385,31548.61217215223,4152.0722622516205,,,,
36785.0,37540.0,35415.0,36156.0,1.8917489796876907e-10,84.49019100466103,97.15430748955896,2020/05/19,37162.614104552,35785.17462540851,31535.94805566733,4249.226569741179,,,,
36786.0,37541.0,35494.0,36237.0,6.548361852765083e-11,79.60720069003582,97.10777394751221,2020/05/20,37162.61410455206,35864.781826098544,31518.44748240985,4346.334343688692,,,,
36785.0,37541.0,35569.0,36311.0,2.6193447411060333e-09,75.00640846940951,97.04680548620945,2020/05/21,37162.61410455468,35939.78823456795,31496.407085393053,4443.381149174901,,,,
36784.0,37541.0,35639.0,36384.0,1.1641532182693481e-09,70.671513440946,96.97228856086713,2020/05/22,37162.61410455585,36010.4597480089,31470.10631027313,4540.353437735768,,,,
36785.0,37541.0,35706.0,36451.0,-8.119968697428703e-09,66.58715582432342,96.88505828604593,2020/05/23,37162.61410454773,36077.04690383322,31439.808407811408,4637.238496021814,,,,
36785.0,37540.0,35768.0,36513.0,-1.4406396076083183e-09,62.73884409632592,96.78590241101574,2020/05/24,37162.61410454629,36139.78574792955,31405.76134949672,4734.02439843283,,,,
36785.0,37541.0,35827.0,36571.0,1.684384187683463e-08,59.112940028753655,96.67556213652824,2020/05/25,37162.61410456313,36198.8986879583,31368.198727388946,4830.699960569358,,,,
36785.0,37541.0,35883.0,36628.0,-1.017178874462843e-08,55.696590606290556,96.55473582939248,2020/05/26,37162.61410455296,36254.59527856459,31327.34058216584,4927.254696398751,,,,
36785.0,37541.0,35934.0,36681.0,-9.822542779147625e-10,52.47767924959771,96.42408168225029,2020/05/27,37162.614104551976,36307.07295781419,31283.39417973319,5023.678778081001,,,,
